"Perioden";"Regio's";"Bevolking aan het begin van de periode (aantal)"
"2012";"Stadskanaal";"   32998"
"2013";"Stadskanaal";"   32885"
"2014";"Stadskanaal";"   32803"
"2015";"Stadskanaal";"   32610"
"2016";"Stadskanaal";"   32621"
"2017";"Stadskanaal";"   32252"
"2018";"Stadskanaal";"   32258"
"2019";"Stadskanaal";"   31789"
"2020";"Stadskanaal";"   31686"
"2021";"Stadskanaal";"   31754"
"2022";"Stadskanaal";"   31851"
"2023";"Stadskanaal";"   32135"
"2011";"Staphorst";"   16179"
"2012";"Staphorst";"   16224"
"2013";"Staphorst";"   16275"
"2014";"Staphorst";"   16367"
"2015";"Staphorst";"   16421"
"2016";"Staphorst";"   16544"
"2017";"Staphorst";"   16691"
"2018";"Staphorst";"   16797"
"2019";"Staphorst";"   17003"
"2020";"Staphorst";"   17145"
"2021";"Staphorst";"   17261"
"2022";"Staphorst";"   17282"
"2023";"Staphorst";"   17628"
"2011";"Stede Broec";"   21402"
"2012";"Stede Broec";"   21468"
"2013";"Stede Broec";"   21430"
"2014";"Stede Broec";"   21485"
"2015";"Stede Broec";"   21498"
"2016";"Stede Broec";"   21493"
"2017";"Stede Broec";"   21552"
"2018";"Stede Broec";"   21670"
"2019";"Stede Broec";"   21706"
"2020";"Stede Broec";"   21726"
"2021";"Stede Broec";"   21743"
"2022";"Stede Broec";"   21947"
"2023";"Stede Broec";"   22138"
"2011";"Steenbergen";"   23273"
"2012";"Steenbergen";"   23354"
"2013";"Steenbergen";"   23400"
"2014";"Steenbergen";"   23374"
"2015";"Steenbergen";"   23638"
"2016";"Steenbergen";"   23477"
"2017";"Steenbergen";"   23970"
"2018";"Steenbergen";"   24781"
"2019";"Steenbergen";"   25054"
"2020";"Steenbergen";"   24416"
"2021";"Steenbergen";"   24310"
"2022";"Steenbergen";"   24333"
"2023";"Steenbergen";"   24610"
"2011";"Steenderen";""
"2012";"Steenderen";""
"2013";"Steenderen";""
"2014";"Steenderen";""
"2015";"Steenderen";""
"2016";"Steenderen";""
"2017";"Steenderen";""
"2018";"Steenderen";""
"2019";"Steenderen";""
"2020";"Steenderen";""
"2021";"Steenderen";""
"2022";"Steenderen";""
"2023";"Steenderen";""
"2011";"Steenwijk";""
"2012";"Steenwijk";""
"2013";"Steenwijk";""
"2014";"Steenwijk";""
"2015";"Steenwijk";""
"2016";"Steenwijk";""
"2017";"Steenwijk";""
"2018";"Steenwijk";""
"2019";"Steenwijk";""
"2020";"Steenwijk";""
"2021";"Steenwijk";""
"2022";"Steenwijk";""
"2023";"Steenwijk";""
"2011";"Steenwijkerland";"   43281"
"2012";"Steenwijkerland";"   43402"
"2013";"Steenwijkerland";"   43437"
"2014";"Steenwijkerland";"   43350"
"2015";"Steenwijkerland";"   43219"
"2016";"Steenwijkerland";"   43333"
"2017";"Steenwijkerland";"   43448"
"2018";"Steenwijkerland";"   43768"
"2019";"Steenwijkerland";"   43940"
"2020";"Steenwijkerland";"   44126"
"2021";"Steenwijkerland";"   44341"
"2022";"Steenwijkerland";"   44741"
"2023";"Steenwijkerland";"   45376"
"2011";"Stein (L.)";"   25709"
"2012";"Stein (L.)";"   25623"
"2013";"Stein (L.)";"   25431"
"2014";"Stein (L.)";"   25390"
"2015";"Stein (L.)";"   25134"
"2016";"Stein (L.)";"   25064"
"2017";"Stein (L.)";"   25059"
"2018";"Stein (L.)";"   24987"
"2019";"Stein (L.)";"   24961"
"2020";"Stein (L.)";"   25007"
"2021";"Stein (L.)";"   24875"
"2022";"Stein (L.)";"   24803"
"2023";"Stein (L.)";"   24772"
"2011";"Stichtse Vecht";"   63050"
"2012";"Stichtse Vecht";"   63315"
"2013";"Stichtse Vecht";"   63491"
"2014";"Stichtse Vecht";"   63856"
"2015";"Stichtse Vecht";"   63943"
"2016";"Stichtse Vecht";"   64061"
"2017";"Stichtse Vecht";"   64450"
"2018";"Stichtse Vecht";"   64513"
"2019";"Stichtse Vecht";"   64336"
"2020";"Stichtse Vecht";"   64931"
"2021";"Stichtse Vecht";"   65108"
"2022";"Stichtse Vecht";"   65240"
"2023";"Stichtse Vecht";"   65771"
"2011";"Strijen";"    8868"
"2012";"Strijen";"    8848"
"2013";"Strijen";"    8777"
"2014";"Strijen";"    8683"
"2015";"Strijen";"    8716"
"2016";"Strijen";"    8766"
"2017";"Strijen";"    8785"
"2018";"Strijen";"    8793"
"2019";"Strijen";""
"2020";"Strijen";""
"2021";"Strijen";""
"2022";"Strijen";""
"2023";"Strijen";""
"2011";"Súdwest-Fryslân";"   82445"
"2012";"Súdwest-Fryslân";"   82634"
"2013";"Súdwest-Fryslân";"   82639"
"2014";"Súdwest-Fryslân";"   84180"
"2015";"Súdwest-Fryslân";"   84164"
"2016";"Súdwest-Fryslân";"   84048"
"2017";"Súdwest-Fryslân";"   84158"
"2018";"Súdwest-Fryslân";"   89594"
"2019";"Súdwest-Fryslân";"   89710"
"2020";"Súdwest-Fryslân";"   89987"
"2021";"Súdwest-Fryslân";"   89999"
"2022";"Súdwest-Fryslân";"   90300"
"2023";"Súdwest-Fryslân";"   90883"
"2011";"Susteren";""
"2012";"Susteren";""
"2013";"Susteren";""
"2014";"Susteren";""
"2015";"Susteren";""
"2016";"Susteren";""
"2017";"Susteren";""
"2018";"Susteren";""
"2019";"Susteren";""
"2020";"Susteren";""
"2021";"Susteren";""
"2022";"Susteren";""
"2023";"Susteren";""
"2011";"Swalmen";""
"2012";"Swalmen";""
"2013";"Swalmen";""
"2014";"Swalmen";""
"2015";"Swalmen";""
"2016";"Swalmen";""
"2017";"Swalmen";""
"2018";"Swalmen";""
"2019";"Swalmen";""
"2020";"Swalmen";""
"2021";"Swalmen";""
"2022";"Swalmen";""
"2023";"Swalmen";""
"2011";"Terneuzen";"   54823"
"2012";"Terneuzen";"   54742"
"2013";"Terneuzen";"   54729"
"2014";"Terneuzen";"   54709"
"2015";"Terneuzen";"   54577"
"2016";"Terneuzen";"   54657"
"2017";"Terneuzen";"   54588"
"2018";"Terneuzen";"   54440"
"2019";"Terneuzen";"   54589"
"2020";"Terneuzen";"   54426"
"2021";"Terneuzen";"   54463"
"2022";"Terneuzen";"   54501"
"2023";"Terneuzen";"   54993"
"2011";"Terschelling";"    4721"
"2012";"Terschelling";"    4748"
"2013";"Terschelling";"    4795"
"2014";"Terschelling";"    4780"
"2015";"Terschelling";"    4827"
"2016";"Terschelling";"    4870"
"2017";"Terschelling";"    4859"
"2018";"Terschelling";"    4906"
"2019";"Terschelling";"    4890"
"2020";"Terschelling";"    4888"
"2021";"Terschelling";"    4870"
"2022";"Terschelling";"    4960"
"2023";"Terschelling";"    4928"
"2011";"Texel";"   13728"
"2012";"Texel";"   13668"
"2013";"Texel";"   13662"
"2014";"Texel";"   13552"
"2015";"Texel";"   13581"
"2016";"Texel";"   13574"
"2017";"Texel";"   13545"
"2018";"Texel";"   13584"
"2019";"Texel";"   13547"
"2020";"Texel";"   13575"
"2021";"Texel";"   13656"
"2022";"Texel";"   13687"
"2023";"Texel";"   13979"
"2011";"Teylingen";"   35812"
"2012";"Teylingen";"   35686"
"2013";"Teylingen";"   35800"
"2014";"Teylingen";"   35735"
"2015";"Teylingen";"   35646"
"2016";"Teylingen";"   36013"
"2017";"Teylingen";"   36093"
"2018";"Teylingen";"   36584"
"2019";"Teylingen";"   37061"
"2020";"Teylingen";"   37440"
"2021";"Teylingen";"   37791"
"2022";"Teylingen";"   37942"
"2023";"Teylingen";"   38510"
"2011";"Tholen";"   25489"
"2012";"Tholen";"   25540"
"2013";"Tholen";"   25514"
"2014";"Tholen";"   25408"
"2015";"Tholen";"   25440"
"2016";"Tholen";"   25421"
"2017";"Tholen";"   25527"
"2018";"Tholen";"   25583"
"2019";"Tholen";"   25780"
"2020";"Tholen";"   25757"
"2021";"Tholen";"   26085"
"2022";"Tholen";"   26401"
"2023";"Tholen";"   26825"
"2011";"Thorn";""
"2012";"Thorn";""
"2013";"Thorn";""
"2014";"Thorn";""
"2015";"Thorn";""
"2016";"Thorn";""
"2017";"Thorn";""
"2018";"Thorn";""
"2019";"Thorn";""
"2020";"Thorn";""
"2021";"Thorn";""
"2022";"Thorn";""
"2023";"Thorn";""
"2011";"Tiel";"   41181"
"2012";"Tiel";"   41527"
"2013";"Tiel";"   41751"
"2014";"Tiel";"   41775"
"2015";"Tiel";"   41590"
"2016";"Tiel";"   41510"
"2017";"Tiel";"   41488"
"2018";"Tiel";"   41465"
"2019";"Tiel";"   41978"
"2020";"Tiel";"   42159"
"2021";"Tiel";"   41920"
"2022";"Tiel";"   42277"
"2023";"Tiel";"   42604"
"2011";"Tilburg";"  206240"
"2012";"Tilburg";"  207580"
"2013";"Tilburg";"  208527"
"2014";"Tilburg";"  210270"
"2015";"Tilburg";"  211648"
"2016";"Tilburg";"  212941"
"2017";"Tilburg";"  213804"
"2018";"Tilburg";"  215521"
"2019";"Tilburg";"  217259"
"2020";"Tilburg";"  219789"
"2021";"Tilburg";"  221947"
"2022";"Tilburg";"  224459"
"2023";"Tilburg";"  227707"
"2011";"Tubbergen";"   21171"
"2012";"Tubbergen";"   21206"
"2013";"Tubbergen";"   21172"
"2014";"Tubbergen";"   21206"
"2015";"Tubbergen";"   21142"
"2016";"Tubbergen";"   21120"
"2017";"Tubbergen";"   21153"
"2018";"Tubbergen";"   21213"
"2019";"Tubbergen";"   21276"
"2020";"Tubbergen";"   21275"
"2021";"Tubbergen";"   21315"
"2022";"Tubbergen";"   21364"
"2023";"Tubbergen";"   21408"
"2011";"Twenterand";"   33727"
"2012";"Twenterand";"   33929"
"2013";"Twenterand";"   33971"
"2014";"Twenterand";"   33929"
"2015";"Twenterand";"   33874"
"2016";"Twenterand";"   33846"
"2017";"Twenterand";"   33845"
"2018";"Twenterand";"   33903"
"2019";"Twenterand";"   33792"
"2020";"Twenterand";"   33743"
"2021";"Twenterand";"   33699"
"2022";"Twenterand";"   33718"
"2023";"Twenterand";"   33867"
"2011";"Tynaarlo";"   32450"
"2012";"Tynaarlo";"   32357"
"2013";"Tynaarlo";"   32456"
"2014";"Tynaarlo";"   32493"
"2015";"Tynaarlo";"   32570"
"2016";"Tynaarlo";"   32804"
"2017";"Tynaarlo";"   33280"
"2018";"Tynaarlo";"   33462"
"2019";"Tynaarlo";"   33698"
"2020";"Tynaarlo";"   33887"
"2021";"Tynaarlo";"   33978"
"2022";"Tynaarlo";"   34221"
"2023";"Tynaarlo";"   34592"
"2011";"Tytsjerksteradiel";"   32178"
"2012";"Tytsjerksteradiel";"   32164"
"2013";"Tytsjerksteradiel";"   31979"
"2014";"Tytsjerksteradiel";"   31973"
"2015";"Tytsjerksteradiel";"   31957"
"2016";"Tytsjerksteradiel";"   32077"
"2017";"Tytsjerksteradiel";"   31963"
"2018";"Tytsjerksteradiel";"   31870"
"2019";"Tytsjerksteradiel";"   31780"
"2020";"Tytsjerksteradiel";"   32052"
"2021";"Tytsjerksteradiel";"   32060"
"2022";"Tytsjerksteradiel";"   32282"
"2023";"Tytsjerksteradiel";"   32408"
"2011";"Ubbergen";"    9358"
"2012";"Ubbergen";"    9387"
"2013";"Ubbergen";"    9504"
"2014";"Ubbergen";"    9451"
"2015";"Ubbergen";""
"2016";"Ubbergen";""
"2017";"Ubbergen";""
"2018";"Ubbergen";""
"2019";"Ubbergen";""
"2020";"Ubbergen";""
"2021";"Ubbergen";""
"2022";"Ubbergen";""
"2023";"Ubbergen";""
"2011";"Uden";"   40721"
"2012";"Uden";"   40805"
"2013";"Uden";"   40948"
"2014";"Uden";"   40913"
"2015";"Uden";"   41089"
"2016";"Uden";"   41247"
"2017";"Uden";"   41384"
"2018";"Uden";"   41725"
"2019";"Uden";"   41782"
"2020";"Uden";"   42119"
"2021";"Uden";"   42291"
"2022";"Uden";""
"2023";"Uden";""
"2011";"Uitgeest";"   12819"
"2012";"Uitgeest";"   12897"
"2013";"Uitgeest";"   13061"
"2014";"Uitgeest";"   13234"
"2015";"Uitgeest";"   13291"
"2016";"Uitgeest";"   13360"
"2017";"Uitgeest";"   13465"
"2018";"Uitgeest";"   13520"
"2019";"Uitgeest";"   13528"
"2020";"Uitgeest";"   13666"
"2021";"Uitgeest";"   13632"
"2022";"Uitgeest";"   13563"
"2023";"Uitgeest";"   13472"
"2011";"Uithoorn";"   28114"
"2012";"Uithoorn";"   28307"
"2013";"Uithoorn";"   28387"
"2014";"Uithoorn";"   28418"
"2015";"Uithoorn";"   28731"
"2016";"Uithoorn";"   29181"
"2017";"Uithoorn";"   29201"
"2018";"Uithoorn";"   29445"
"2019";"Uithoorn";"   29424"
"2020";"Uithoorn";"   29478"
"2021";"Uithoorn";"   30206"
"2022";"Uithoorn";"   31018"
"2023";"Uithoorn";"   31442"
"2011";"Urk";"   18678"
"2012";"Urk";"   18950"
"2013";"Urk";"   19225"
"2014";"Urk";"   19470"
"2015";"Urk";"   19705"
"2016";"Urk";"   19987"
"2017";"Urk";"   20220"
"2018";"Urk";"   20524"
"2019";"Urk";"   20776"
"2020";"Urk";"   21031"
"2021";"Urk";"   21227"
"2022";"Urk";"   21468"
"2023";"Urk";"   21829"
"2011";"Utrecht (gemeente)";"  311367"
"2012";"Utrecht (gemeente)";"  316275"
"2013";"Utrecht (gemeente)";"  321916"
"2014";"Utrecht (gemeente)";"  328164"
"2015";"Utrecht (gemeente)";"  334176"
"2016";"Utrecht (gemeente)";"  338967"
"2017";"Utrecht (gemeente)";"  343038"
"2018";"Utrecht (gemeente)";"  347483"
"2019";"Utrecht (gemeente)";"  352866"
"2020";"Utrecht (gemeente)";"  357597"
"2021";"Utrecht (gemeente)";"  359370"
"2022";"Utrecht (gemeente)";"  361699"
"2023";"Utrecht (gemeente)";"  367947"
"2011";"Utrechtse Heuvelrug";"   48726"
"2012";"Utrechtse Heuvelrug";"   48267"
"2013";"Utrechtse Heuvelrug";"   48092"
"2014";"Utrechtse Heuvelrug";"   47951"
"2015";"Utrechtse Heuvelrug";"   48183"
"2016";"Utrechtse Heuvelrug";"   48506"
"2017";"Utrechtse Heuvelrug";"   49035"
"2018";"Utrechtse Heuvelrug";"   49314"
"2019";"Utrechtse Heuvelrug";"   49515"
"2020";"Utrechtse Heuvelrug";"   49580"
"2021";"Utrechtse Heuvelrug";"   49946"
"2022";"Utrechtse Heuvelrug";"   49981"
"2023";"Utrechtse Heuvelrug";"   50429"
"2011";"Vaals";"    9805"
"2012";"Vaals";"    9749"
"2013";"Vaals";"    9771"
"2014";"Vaals";"    9685"
"2015";"Vaals";"    9694"
"2016";"Vaals";"    9632"
"2017";"Vaals";"    9710"
"2018";"Vaals";"    9874"
"2019";"Vaals";"   10092"
"2020";"Vaals";"   10105"
"2021";"Vaals";"   10084"
"2022";"Vaals";"   10135"
"2023";"Vaals";"   10190"
"2011";"Valkenburg (ZH.)";""
"2012";"Valkenburg (ZH.)";""
"2013";"Valkenburg (ZH.)";""
"2014";"Valkenburg (ZH.)";""
"2015";"Valkenburg (ZH.)";""
"2016";"Valkenburg (ZH.)";""
"2017";"Valkenburg (ZH.)";""
"2018";"Valkenburg (ZH.)";""
"2019";"Valkenburg (ZH.)";""
"2020";"Valkenburg (ZH.)";""
"2021";"Valkenburg (ZH.)";""
"2022";"Valkenburg (ZH.)";""
"2023";"Valkenburg (ZH.)";""
"2011";"Valkenburg aan de Geul";"   17024"
"2012";"Valkenburg aan de Geul";"   16945"
"2013";"Valkenburg aan de Geul";"   16814"
"2014";"Valkenburg aan de Geul";"   16675"
"2015";"Valkenburg aan de Geul";"   16618"
"2016";"Valkenburg aan de Geul";"   16518"
"2017";"Valkenburg aan de Geul";"   16440"
"2018";"Valkenburg aan de Geul";"   16431"
"2019";"Valkenburg aan de Geul";"   16470"
"2020";"Valkenburg aan de Geul";"   16367"
"2021";"Valkenburg aan de Geul";"   16365"
"2022";"Valkenburg aan de Geul";"   16167"
"2023";"Valkenburg aan de Geul";"   16423"
"2011";"Valkenswaard";"   30622"
"2012";"Valkenswaard";"   30666"
"2013";"Valkenswaard";"   30584"
"2014";"Valkenswaard";"   30335"
"2015";"Valkenswaard";"   30234"
"2016";"Valkenswaard";"   30262"
"2017";"Valkenswaard";"   30516"
"2018";"Valkenswaard";"   30654"
"2019";"Valkenswaard";"   30910"
"2020";"Valkenswaard";"   31193"
"2021";"Valkenswaard";"   31221"
"2022";"Valkenswaard";"   31236"
"2023";"Valkenswaard";"   31527"
"2011";"Veendam";"   27981"
"2012";"Veendam";"   27920"
"2013";"Veendam";"   27914"
"2014";"Veendam";"   27792"
"2015";"Veendam";"   27695"
"2016";"Veendam";"   27467"
"2017";"Veendam";"   27527"
"2018";"Veendam";"   27508"
"2019";"Veendam";"   27491"
"2020";"Veendam";"   27384"
"2021";"Veendam";"   27417"
"2022";"Veendam";"   27466"
"2023";"Veendam";"   27616"
"2011";"Veenendaal";"   62267"
"2012";"Veenendaal";"   62870"
"2013";"Veenendaal";"   63032"
"2014";"Veenendaal";"   63252"
"2015";"Veenendaal";"   63440"
"2016";"Veenendaal";"   63816"
"2017";"Veenendaal";"   64277"
"2018";"Veenendaal";"   64918"
"2019";"Veenendaal";"   65589"
"2020";"Veenendaal";"   66493"
"2021";"Veenendaal";"   66912"
"2022";"Veenendaal";"   67671"
"2023";"Veenendaal";"   68525"
"2011";"Veere";"   21926"
"2012";"Veere";"   21959"
"2013";"Veere";"   21903"
"2014";"Veere";"   21868"
"2015";"Veere";"   21926"
"2016";"Veere";"   21960"
"2017";"Veere";"   21900"
"2018";"Veere";"   21867"
"2019";"Veere";"   21835"
"2020";"Veere";"   21880"
"2021";"Veere";"   21953"
"2022";"Veere";"   21850"
"2023";"Veere";"   22045"
"2011";"Veghel";"   37476"
"2012";"Veghel";"   37553"
"2013";"Veghel";"   37437"
"2014";"Veghel";"   37464"
"2015";"Veghel";"   37754"
"2016";"Veghel";"   38078"
"2017";"Veghel";""
"2018";"Veghel";""
"2019";"Veghel";""
"2020";"Veghel";""
"2021";"Veghel";""
"2022";"Veghel";""
"2023";"Veghel";""
"2011";"Veldhoven";"   43592"
"2012";"Veldhoven";"   43880"
"2013";"Veldhoven";"   44092"
"2014";"Veldhoven";"   44155"
"2015";"Veldhoven";"   44166"
"2016";"Veldhoven";"   44317"
"2017";"Veldhoven";"   44724"
"2018";"Veldhoven";"   44925"
"2019";"Veldhoven";"   45337"
"2020";"Veldhoven";"   45466"
"2021";"Veldhoven";"   45500"
"2022";"Veldhoven";"   45822"
"2023";"Veldhoven";"   46417"
"2011";"Velsen";"   67347"
"2012";"Velsen";"   67286"
"2013";"Velsen";"   67122"
"2014";"Velsen";"   67220"
"2015";"Velsen";"   67166"
"2016";"Velsen";"   67448"
"2017";"Velsen";"   67619"
"2018";"Velsen";"   67831"
"2019";"Velsen";"   68348"
"2020";"Velsen";"   68648"
"2021";"Velsen";"   68617"
"2022";"Velsen";"   68482"
"2023";"Velsen";"   68790"
"2011";"Venhuizen";""
"2012";"Venhuizen";""
"2013";"Venhuizen";""
"2014";"Venhuizen";""
"2015";"Venhuizen";""
"2016";"Venhuizen";""
"2017";"Venhuizen";""
"2018";"Venhuizen";""
"2019";"Venhuizen";""
"2020";"Venhuizen";""
"2021";"Venhuizen";""
"2022";"Venhuizen";""
"2023";"Venhuizen";""
"2011";"Venlo";"   99793"
"2012";"Venlo";"  100027"
"2013";"Venlo";"  100159"
"2014";"Venlo";"  100428"
"2015";"Venlo";"  100536"
"2016";"Venlo";"  100371"
"2017";"Venlo";"  101059"
"2018";"Venlo";"  101192"
"2019";"Venlo";"  101603"
"2020";"Venlo";"  101802"
"2021";"Venlo";"  101988"
"2022";"Venlo";"  102136"
"2023";"Venlo";"  103328"
"2011";"Venray";"   42784"
"2012";"Venray";"   42959"
"2013";"Venray";"   43038"
"2014";"Venray";"   43112"
"2015";"Venray";"   43202"
"2016";"Venray";"   43291"
"2017";"Venray";"   43565"
"2018";"Venray";"   43341"
"2019";"Venray";"   43326"
"2020";"Venray";"   43614"
"2021";"Venray";"   43713"
"2022";"Venray";"   43964"
"2023";"Venray";"   44628"
"2011";"Vianen";"   19683"
"2012";"Vianen";"   19670"
"2013";"Vianen";"   19670"
"2014";"Vianen";"   19596"
"2015";"Vianen";"   19632"
"2016";"Vianen";"   19513"
"2017";"Vianen";"   19714"
"2018";"Vianen";"   19967"
"2019";"Vianen";""
"2020";"Vianen";""
"2021";"Vianen";""
"2022";"Vianen";""
"2023";"Vianen";""
"2011";"Vijfheerenlanden";""
"2012";"Vijfheerenlanden";""
"2013";"Vijfheerenlanden";""
"2014";"Vijfheerenlanden";""
"2015";"Vijfheerenlanden";""
"2016";"Vijfheerenlanden";""
"2017";"Vijfheerenlanden";""
"2018";"Vijfheerenlanden";""
"2019";"Vijfheerenlanden";"   55712"
"2020";"Vijfheerenlanden";"   56811"
"2021";"Vijfheerenlanden";"   57829"
"2022";"Vijfheerenlanden";"   58788"
"2023";"Vijfheerenlanden";"   60052"
"2011";"Vlaardingen";"   71269"
"2012";"Vlaardingen";"   71042"
"2013";"Vlaardingen";"   70905"
"2014";"Vlaardingen";"   70981"
"2015";"Vlaardingen";"   71645"
"2016";"Vlaardingen";"   71808"
"2017";"Vlaardingen";"   71999"
"2018";"Vlaardingen";"   72050"
"2019";"Vlaardingen";"   72404"
"2020";"Vlaardingen";"   73397"
"2021";"Vlaardingen";"   73924"
"2022";"Vlaardingen";"   74143"
"2023";"Vlaardingen";"   75079"
"2011";"Vlagtwedde";"   16290"
"2012";"Vlagtwedde";"   16260"
"2013";"Vlagtwedde";"   16132"
"2014";"Vlagtwedde";"   15905"
"2015";"Vlagtwedde";"   16212"
"2016";"Vlagtwedde";"   16422"
"2017";"Vlagtwedde";"   15908"
"2018";"Vlagtwedde";""
"2019";"Vlagtwedde";""
"2020";"Vlagtwedde";""
"2021";"Vlagtwedde";""
"2022";"Vlagtwedde";""
"2023";"Vlagtwedde";""
"2011";"Vlieland";"    1151"
"2012";"Vlieland";"    1105"
"2013";"Vlieland";"    1114"
"2014";"Vlieland";"    1110"
"2015";"Vlieland";"    1103"
"2016";"Vlieland";"    1083"
"2017";"Vlieland";"    1085"
"2018";"Vlieland";"    1132"
"2019";"Vlieland";"    1138"
"2020";"Vlieland";"    1155"
"2021";"Vlieland";"    1194"
"2022";"Vlieland";"    1195"
"2023";"Vlieland";"    1291"
"2011";"Vlissingen";"   44536"
"2012";"Vlissingen";"   44502"
"2013";"Vlissingen";"   44451"
"2014";"Vlissingen";"   44444"
"2015";"Vlissingen";"   44485"
"2016";"Vlissingen";"   44451"
"2017";"Vlissingen";"   44394"
"2018";"Vlissingen";"   44485"
"2019";"Vlissingen";"   44371"
"2020";"Vlissingen";"   44360"
"2021";"Vlissingen";"   44358"
"2022";"Vlissingen";"   44585"
"2023";"Vlissingen";"   45150"
"2011";"Vlist";"    9806"
"2012";"Vlist";"    9773"
"2013";"Vlist";"    9730"
"2014";"Vlist";"    9694"
"2015";"Vlist";""
"2016";"Vlist";""
"2017";"Vlist";""
"2018";"Vlist";""
"2019";"Vlist";""
"2020";"Vlist";""
"2021";"Vlist";""
"2022";"Vlist";""
"2023";"Vlist";""
"2011";"Voerendaal";"   12664"
"2012";"Voerendaal";"   12664"
"2013";"Voerendaal";"   12617"
"2014";"Voerendaal";"   12454"
"2015";"Voerendaal";"   12397"
"2016";"Voerendaal";"   12482"
"2017";"Voerendaal";"   12462"
"2018";"Voerendaal";"   12390"
"2019";"Voerendaal";"   12452"
"2020";"Voerendaal";"   12475"
"2021";"Voerendaal";"   12466"
"2022";"Voerendaal";"   12426"
"2023";"Voerendaal";"   12405"
"2011";"Voorhout";""
"2012";"Voorhout";""
"2013";"Voorhout";""
"2014";"Voorhout";""
"2015";"Voorhout";""
"2016";"Voorhout";""
"2017";"Voorhout";""
"2018";"Voorhout";""
"2019";"Voorhout";""
"2020";"Voorhout";""
"2021";"Voorhout";""
"2022";"Voorhout";""
"2023";"Voorhout";""
"2011";"Voorne aan Zee";""
"2012";"Voorne aan Zee";""
"2013";"Voorne aan Zee";""
"2014";"Voorne aan Zee";""
"2015";"Voorne aan Zee";""
"2016";"Voorne aan Zee";""
"2017";"Voorne aan Zee";""
"2018";"Voorne aan Zee";""
"2019";"Voorne aan Zee";""
"2020";"Voorne aan Zee";""
"2021";"Voorne aan Zee";""
"2022";"Voorne aan Zee";""
"2023";"Voorne aan Zee";"   73945"
"2011";"Voorschoten";"   23865"
"2012";"Voorschoten";"   24310"
"2013";"Voorschoten";"   24658"
"2014";"Voorschoten";"   24951"
"2015";"Voorschoten";"   25150"
"2016";"Voorschoten";"   25211"
"2017";"Voorschoten";"   25315"
"2018";"Voorschoten";"   25453"
"2019";"Voorschoten";"   25479"
"2020";"Voorschoten";"   25596"
"2021";"Voorschoten";"   25650"
"2022";"Voorschoten";"   25627"
"2023";"Voorschoten";"   25665"
"2011";"Voorst";"   23703"
"2012";"Voorst";"   23719"
"2013";"Voorst";"   23724"
"2014";"Voorst";"   23767"
"2015";"Voorst";"   23913"
"2016";"Voorst";"   23984"
"2017";"Voorst";"   24199"
"2018";"Voorst";"   24310"
"2019";"Voorst";"   24417"
"2020";"Voorst";"   24552"
"2021";"Voorst";"   24790"
"2022";"Voorst";"   24994"
"2023";"Voorst";"   25215"
"2011";"Vorden";""
"2012";"Vorden";""
"2013";"Vorden";""
"2014";"Vorden";""
"2015";"Vorden";""
"2016";"Vorden";""
"2017";"Vorden";""
"2018";"Vorden";""
"2019";"Vorden";""
"2020";"Vorden";""
"2021";"Vorden";""
"2022";"Vorden";""
"2023";"Vorden";""
"2011";"Vriezenveen";""
"2012";"Vriezenveen";""
"2013";"Vriezenveen";""
"2014";"Vriezenveen";""
"2015";"Vriezenveen";""
"2016";"Vriezenveen";""
"2017";"Vriezenveen";""
"2018";"Vriezenveen";""
"2019";"Vriezenveen";""
"2020";"Vriezenveen";""
"2021";"Vriezenveen";""
"2022";"Vriezenveen";""
"2023";"Vriezenveen";""
"2011";"Vught";"   25654"
"2012";"Vught";"   25789"
"2013";"Vught";"   25564"
"2014";"Vught";"   25638"
"2015";"Vught";"   25853"
"2016";"Vught";"   25973"
"2017";"Vught";"   26183"
"2018";"Vught";"   26418"
"2019";"Vught";"   26396"
"2020";"Vught";"   26558"
"2021";"Vught";"   31669"
"2022";"Vught";"   31783"
"2023";"Vught";"   32113"
"2011";"Waadhoeke";""
"2012";"Waadhoeke";""
"2013";"Waadhoeke";""
"2014";"Waadhoeke";""
"2015";"Waadhoeke";""
"2016";"Waadhoeke";""
"2017";"Waadhoeke";""
"2018";"Waadhoeke";"   46101"
"2019";"Waadhoeke";"   46039"
"2020";"Waadhoeke";"   46090"
"2021";"Waadhoeke";"   46149"
"2022";"Waadhoeke";"   46309"
"2023";"Waadhoeke";"   46718"
"2011";"Waalre";"   16482"
"2012";"Waalre";"   16503"
"2013";"Waalre";"   16725"
"2014";"Waalre";"   16765"
"2015";"Waalre";"   16874"
"2016";"Waalre";"   17023"
"2017";"Waalre";"   16898"
"2018";"Waalre";"   17075"
"2019";"Waalre";"   17247"
"2020";"Waalre";"   17456"
"2021";"Waalre";"   17544"
"2022";"Waalre";"   17626"
"2023";"Waalre";"   17980"
"2011";"Waalwijk";"   46211"
"2012";"Waalwijk";"   46422"
"2013";"Waalwijk";"   46438"
"2014";"Waalwijk";"   46498"
"2015";"Waalwijk";"   46713"
"2016";"Waalwijk";"   47021"
"2017";"Waalwijk";"   47410"
"2018";"Waalwijk";"   47725"
"2019";"Waalwijk";"   48240"
"2020";"Waalwijk";"   48637"
"2021";"Waalwijk";"   48815"
"2022";"Waalwijk";"   49342"
"2023";"Waalwijk";"   49952"
"2011";"Waddinxveen";"   25337"
"2012";"Waddinxveen";"   25280"
"2013";"Waddinxveen";"   25217"
