"Regio's";"Woningtype";"Perioden";"Beginstand woningvoorraad (aantal)"
"Leudal";"Vrijstaande woning";"2021";"    6043"
"Leudal";"2-onder-1-kapwoning";"2021";"    3063"
"Leudal";"Hoekwoning";"2021";"    2017"
"Leudal";"Tussenwoning";"2021";"    3078"
"Leudal";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Leusden";"Totaal woningen";"2021";"   13229"
"Leusden";"Meergezinswoningen totaal";"2021";"    2561"
"Leusden";"Eengezinswoningen totaal";"2021";"   10668"
"Leusden";"Vrijstaande woning";"2021";"    1459"
"Leusden";"2-onder-1-kapwoning";"2021";"    1335"
"Leusden";"Hoekwoning";"2021";"    2070"
"Leusden";"Tussenwoning";"2021";"    5803"
"Leusden";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Lingewaard";"Totaal woningen";"2021";"   20056"
"Lingewaard";"Meergezinswoningen totaal";"2021";"    3520"
"Lingewaard";"Eengezinswoningen totaal";"2021";"   16536"
"Lingewaard";"Vrijstaande woning";"2021";"    3952"
"Lingewaard";"2-onder-1-kapwoning";"2021";"    2305"
"Lingewaard";"Hoekwoning";"2021";"    3591"
"Lingewaard";"Tussenwoning";"2021";"    6688"
"Lingewaard";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Lisse";"Totaal woningen";"2021";"   10411"
"Lisse";"Meergezinswoningen totaal";"2021";"    3294"
"Lisse";"Eengezinswoningen totaal";"2021";"    7117"
"Lisse";"Vrijstaande woning";"2021";"     664"
"Lisse";"2-onder-1-kapwoning";"2021";"     604"
"Lisse";"Hoekwoning";"2021";"    1643"
"Lisse";"Tussenwoning";"2021";"    4206"
"Lisse";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Lochem";"Totaal woningen";"2021";"   15165"
"Lochem";"Meergezinswoningen totaal";"2021";"    2459"
"Lochem";"Eengezinswoningen totaal";"2021";"   12706"
"Lochem";"Vrijstaande woning";"2021";"    5374"
"Lochem";"2-onder-1-kapwoning";"2021";"    2345"
"Lochem";"Hoekwoning";"2021";"    2128"
"Lochem";"Tussenwoning";"2021";"    2859"
"Lochem";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Loon op Zand";"Totaal woningen";"2021";"   10478"
"Loon op Zand";"Meergezinswoningen totaal";"2021";"    1888"
"Loon op Zand";"Eengezinswoningen totaal";"2021";"    8590"
"Loon op Zand";"Vrijstaande woning";"2021";"    1868"
"Loon op Zand";"2-onder-1-kapwoning";"2021";"    1503"
"Loon op Zand";"Hoekwoning";"2021";"    1862"
"Loon op Zand";"Tussenwoning";"2021";"    3357"
"Loon op Zand";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Lopik";"Totaal woningen";"2021";"    5838"
"Lopik";"Meergezinswoningen totaal";"2021";"     873"
"Lopik";"Eengezinswoningen totaal";"2021";"    4965"
"Lopik";"Vrijstaande woning";"2021";"    1501"
"Lopik";"2-onder-1-kapwoning";"2021";"     690"
"Lopik";"Hoekwoning";"2021";"     956"
"Lopik";"Tussenwoning";"2021";"    1818"
"Lopik";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Losser";"Totaal woningen";"2021";"    9863"
"Losser";"Meergezinswoningen totaal";"2021";"    1522"
"Losser";"Eengezinswoningen totaal";"2021";"    8341"
"Losser";"Vrijstaande woning";"2021";"    2559"
"Losser";"2-onder-1-kapwoning";"2021";"    2128"
"Losser";"Hoekwoning";"2021";"    1573"
"Losser";"Tussenwoning";"2021";"    2065"
"Losser";"Onbekend woningtype eengezinswoning";"2021";"      16"
"Maasdriel";"Totaal woningen";"2021";"   10207"
"Maasdriel";"Meergezinswoningen totaal";"2021";"     885"
"Maasdriel";"Eengezinswoningen totaal";"2021";"    9322"
"Maasdriel";"Vrijstaande woning";"2021";"    3581"
"Maasdriel";"2-onder-1-kapwoning";"2021";"    1749"
"Maasdriel";"Hoekwoning";"2021";"    1638"
"Maasdriel";"Tussenwoning";"2021";"    2350"
"Maasdriel";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Maasgouw";"Totaal woningen";"2021";"   10965"
"Maasgouw";"Meergezinswoningen totaal";"2021";"    1387"
"Maasgouw";"Eengezinswoningen totaal";"2021";"    9578"
"Maasgouw";"Vrijstaande woning";"2021";"    3330"
"Maasgouw";"2-onder-1-kapwoning";"2021";"    2415"
"Maasgouw";"Hoekwoning";"2021";"    1526"
"Maasgouw";"Tussenwoning";"2021";"    2307"
"Maasgouw";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Maashorst";"Totaal woningen";"2021";""
"Maashorst";"Meergezinswoningen totaal";"2021";""
"Maashorst";"Eengezinswoningen totaal";"2021";""
"Maashorst";"Vrijstaande woning";"2021";""
"Maashorst";"2-onder-1-kapwoning";"2021";""
"Maashorst";"Hoekwoning";"2021";""
"Maashorst";"Tussenwoning";"2021";""
"Maashorst";"Onbekend woningtype eengezinswoning";"2021";""
"Maassluis";"Totaal woningen";"2021";"   15389"
"Maassluis";"Meergezinswoningen totaal";"2021";"    7539"
"Maassluis";"Eengezinswoningen totaal";"2021";"    7850"
"Maassluis";"Vrijstaande woning";"2021";"     181"
"Maassluis";"2-onder-1-kapwoning";"2021";"     211"
"Maassluis";"Hoekwoning";"2021";"    1708"
"Maassluis";"Tussenwoning";"2021";"    5747"
"Maassluis";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Maastricht";"Totaal woningen";"2021";"   62839"
"Maastricht";"Meergezinswoningen totaal";"2021";"   30825"
"Maastricht";"Eengezinswoningen totaal";"2021";"   32014"
"Maastricht";"Vrijstaande woning";"2021";"    1642"
"Maastricht";"2-onder-1-kapwoning";"2021";"    3018"
"Maastricht";"Hoekwoning";"2021";"    7277"
"Maastricht";"Tussenwoning";"2021";"   20068"
"Maastricht";"Onbekend woningtype eengezinswoning";"2021";"       9"
"Medemblik";"Totaal woningen";"2021";"   19211"
"Medemblik";"Meergezinswoningen totaal";"2021";"    2637"
"Medemblik";"Eengezinswoningen totaal";"2021";"   16574"
"Medemblik";"Vrijstaande woning";"2021";"    6061"
"Medemblik";"2-onder-1-kapwoning";"2021";"    2505"
"Medemblik";"Hoekwoning";"2021";"    2941"
"Medemblik";"Tussenwoning";"2021";"    5067"
"Medemblik";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Meerssen";"Totaal woningen";"2021";"    8640"
"Meerssen";"Meergezinswoningen totaal";"2021";"    1497"
"Meerssen";"Eengezinswoningen totaal";"2021";"    7143"
"Meerssen";"Vrijstaande woning";"2021";"    2025"
"Meerssen";"2-onder-1-kapwoning";"2021";"    1917"
"Meerssen";"Hoekwoning";"2021";"    1194"
"Meerssen";"Tussenwoning";"2021";"    2006"
"Meerssen";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Meierijstad";"Totaal woningen";"2021";"   34895"
"Meierijstad";"Meergezinswoningen totaal";"2021";"    6083"
"Meierijstad";"Eengezinswoningen totaal";"2021";"   28812"
"Meierijstad";"Vrijstaande woning";"2021";"    7507"
"Meierijstad";"2-onder-1-kapwoning";"2021";"    4629"
"Meierijstad";"Hoekwoning";"2021";"    5609"
"Meierijstad";"Tussenwoning";"2021";"   11066"
"Meierijstad";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Meppel";"Totaal woningen";"2021";"   16106"
"Meppel";"Meergezinswoningen totaal";"2021";"    4259"
"Meppel";"Eengezinswoningen totaal";"2021";"   11847"
"Meppel";"Vrijstaande woning";"2021";"    2177"
"Meppel";"2-onder-1-kapwoning";"2021";"    2230"
"Meppel";"Hoekwoning";"2021";"    2471"
"Meppel";"Tussenwoning";"2021";"    4950"
"Meppel";"Onbekend woningtype eengezinswoning";"2021";"      19"
"Middelburg (Z.)";"Totaal woningen";"2021";"   23906"
"Middelburg (Z.)";"Meergezinswoningen totaal";"2021";"    7274"
"Middelburg (Z.)";"Eengezinswoningen totaal";"2021";"   16632"
"Middelburg (Z.)";"Vrijstaande woning";"2021";"    2180"
"Middelburg (Z.)";"2-onder-1-kapwoning";"2021";"    2057"
"Middelburg (Z.)";"Hoekwoning";"2021";"    3582"
"Middelburg (Z.)";"Tussenwoning";"2021";"    8806"
"Middelburg (Z.)";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Midden-Delfland";"Totaal woningen";"2021";"    7996"
"Midden-Delfland";"Meergezinswoningen totaal";"2021";"    1832"
"Midden-Delfland";"Eengezinswoningen totaal";"2021";"    6164"
"Midden-Delfland";"Vrijstaande woning";"2021";"    1070"
"Midden-Delfland";"2-onder-1-kapwoning";"2021";"     449"
"Midden-Delfland";"Hoekwoning";"2021";"    1420"
"Midden-Delfland";"Tussenwoning";"2021";"    3192"
"Midden-Delfland";"Onbekend woningtype eengezinswoning";"2021";"      33"
"Midden-Drenthe";"Totaal woningen";"2021";"   14413"
"Midden-Drenthe";"Meergezinswoningen totaal";"2021";"    1658"
"Midden-Drenthe";"Eengezinswoningen totaal";"2021";"   12755"
"Midden-Drenthe";"Vrijstaande woning";"2021";"    5826"
"Midden-Drenthe";"2-onder-1-kapwoning";"2021";"    3420"
"Midden-Drenthe";"Hoekwoning";"2021";"    1531"
"Midden-Drenthe";"Tussenwoning";"2021";"    1977"
"Midden-Drenthe";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Midden-Groningen";"Totaal woningen";"2021";"   28154"
"Midden-Groningen";"Meergezinswoningen totaal";"2021";"    5873"
"Midden-Groningen";"Eengezinswoningen totaal";"2021";"   22281"
"Midden-Groningen";"Vrijstaande woning";"2021";"    9071"
"Midden-Groningen";"2-onder-1-kapwoning";"2021";"    4993"
"Midden-Groningen";"Hoekwoning";"2021";"    2998"
"Midden-Groningen";"Tussenwoning";"2021";"    5218"
"Midden-Groningen";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Mill en Sint Hubert";"Totaal woningen";"2021";"    4658"
"Mill en Sint Hubert";"Meergezinswoningen totaal";"2021";"     496"
"Mill en Sint Hubert";"Eengezinswoningen totaal";"2021";"    4162"
"Mill en Sint Hubert";"Vrijstaande woning";"2021";"    1760"
"Mill en Sint Hubert";"2-onder-1-kapwoning";"2021";"    1083"
"Mill en Sint Hubert";"Hoekwoning";"2021";"     521"
"Mill en Sint Hubert";"Tussenwoning";"2021";"     798"
"Mill en Sint Hubert";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Moerdijk";"Totaal woningen";"2021";"   16629"
"Moerdijk";"Meergezinswoningen totaal";"2021";"    2236"
"Moerdijk";"Eengezinswoningen totaal";"2021";"   14393"
"Moerdijk";"Vrijstaande woning";"2021";"    3576"
"Moerdijk";"2-onder-1-kapwoning";"2021";"    1919"
"Moerdijk";"Hoekwoning";"2021";"    3093"
"Moerdijk";"Tussenwoning";"2021";"    5757"
"Moerdijk";"Onbekend woningtype eengezinswoning";"2021";"      48"
"Molenlanden";"Totaal woningen";"2021";"   17340"
"Molenlanden";"Meergezinswoningen totaal";"2021";"    1969"
"Molenlanden";"Eengezinswoningen totaal";"2021";"   15371"
"Molenlanden";"Vrijstaande woning";"2021";"    4258"
"Molenlanden";"2-onder-1-kapwoning";"2021";"    2175"
"Molenlanden";"Hoekwoning";"2021";"    3041"
"Molenlanden";"Tussenwoning";"2021";"    5887"
"Molenlanden";"Onbekend woningtype eengezinswoning";"2021";"      10"
"Montferland";"Totaal woningen";"2021";"   16016"
"Montferland";"Meergezinswoningen totaal";"2021";"    2925"
"Montferland";"Eengezinswoningen totaal";"2021";"   13091"
"Montferland";"Vrijstaande woning";"2021";"    4289"
"Montferland";"2-onder-1-kapwoning";"2021";"    2559"
"Montferland";"Hoekwoning";"2021";"    2665"
"Montferland";"Tussenwoning";"2021";"    3577"
"Montferland";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Montfoort";"Totaal woningen";"2021";"    5756"
"Montfoort";"Meergezinswoningen totaal";"2021";"     887"
"Montfoort";"Eengezinswoningen totaal";"2021";"    4869"
"Montfoort";"Vrijstaande woning";"2021";"     895"
"Montfoort";"2-onder-1-kapwoning";"2021";"     386"
"Montfoort";"Hoekwoning";"2021";"    1090"
"Montfoort";"Tussenwoning";"2021";"    2498"
"Montfoort";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Mook en Middelaar";"Totaal woningen";"2021";"    3667"
"Mook en Middelaar";"Meergezinswoningen totaal";"2021";"     525"
"Mook en Middelaar";"Eengezinswoningen totaal";"2021";"    3142"
"Mook en Middelaar";"Vrijstaande woning";"2021";"    1146"
"Mook en Middelaar";"2-onder-1-kapwoning";"2021";"     609"
"Mook en Middelaar";"Hoekwoning";"2021";"     450"
"Mook en Middelaar";"Tussenwoning";"2021";"     934"
"Mook en Middelaar";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Neder-Betuwe";"Totaal woningen";"2021";"    8912"
"Neder-Betuwe";"Meergezinswoningen totaal";"2021";"     760"
"Neder-Betuwe";"Eengezinswoningen totaal";"2021";"    8152"
"Neder-Betuwe";"Vrijstaande woning";"2021";"    2433"
"Neder-Betuwe";"2-onder-1-kapwoning";"2021";"    1387"
"Neder-Betuwe";"Hoekwoning";"2021";"    1675"
"Neder-Betuwe";"Tussenwoning";"2021";"    2656"
"Neder-Betuwe";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Nederweert";"Totaal woningen";"2021";"    7534"
"Nederweert";"Meergezinswoningen totaal";"2021";"     906"
"Nederweert";"Eengezinswoningen totaal";"2021";"    6628"
"Nederweert";"Vrijstaande woning";"2021";"    2762"
"Nederweert";"2-onder-1-kapwoning";"2021";"    1338"
"Nederweert";"Hoekwoning";"2021";"    1016"
"Nederweert";"Tussenwoning";"2021";"    1512"
"Nederweert";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Nieuwegein";"Totaal woningen";"2021";"   29445"
"Nieuwegein";"Meergezinswoningen totaal";"2021";"   11637"
"Nieuwegein";"Eengezinswoningen totaal";"2021";"   17808"
"Nieuwegein";"Vrijstaande woning";"2021";"     614"
"Nieuwegein";"2-onder-1-kapwoning";"2021";"     687"
"Nieuwegein";"Hoekwoning";"2021";"    4373"
"Nieuwegein";"Tussenwoning";"2021";"   12133"
"Nieuwegein";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Nieuwkoop";"Totaal woningen";"2021";"   11660"
"Nieuwkoop";"Meergezinswoningen totaal";"2021";"    1523"
"Nieuwkoop";"Eengezinswoningen totaal";"2021";"   10137"
"Nieuwkoop";"Vrijstaande woning";"2021";"    2623"
"Nieuwkoop";"2-onder-1-kapwoning";"2021";"     987"
"Nieuwkoop";"Hoekwoning";"2021";"    2023"
"Nieuwkoop";"Tussenwoning";"2021";"    4502"
"Nieuwkoop";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Nijkerk";"Totaal woningen";"2021";"   17349"
"Nijkerk";"Meergezinswoningen totaal";"2021";"    2983"
"Nijkerk";"Eengezinswoningen totaal";"2021";"   14366"
"Nijkerk";"Vrijstaande woning";"2021";"    2788"
"Nijkerk";"2-onder-1-kapwoning";"2021";"    1741"
"Nijkerk";"Hoekwoning";"2021";"    3433"
"Nijkerk";"Tussenwoning";"2021";"    6402"
"Nijkerk";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Nijmegen";"Totaal woningen";"2021";"   82317"
"Nijmegen";"Meergezinswoningen totaal";"2021";"   37422"
"Nijmegen";"Eengezinswoningen totaal";"2021";"   44895"
"Nijmegen";"Vrijstaande woning";"2021";"    2216"
"Nijmegen";"2-onder-1-kapwoning";"2021";"    3134"
"Nijmegen";"Hoekwoning";"2021";"   11093"
"Nijmegen";"Tussenwoning";"2021";"   28447"
"Nijmegen";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Nissewaard";"Totaal woningen";"2021";"   39469"
"Nissewaard";"Meergezinswoningen totaal";"2021";"   12613"
"Nissewaard";"Eengezinswoningen totaal";"2021";"   26856"
"Nissewaard";"Vrijstaande woning";"2021";"    1823"
"Nissewaard";"2-onder-1-kapwoning";"2021";"    1186"
"Nissewaard";"Hoekwoning";"2021";"    6336"
"Nissewaard";"Tussenwoning";"2021";"   17507"
"Nissewaard";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Noardeast-Fryslân";"Totaal woningen";"2021";"   20690"
"Noardeast-Fryslân";"Meergezinswoningen totaal";"2021";"    2267"
"Noardeast-Fryslân";"Eengezinswoningen totaal";"2021";"   18423"
"Noardeast-Fryslân";"Vrijstaande woning";"2021";"    8233"
"Noardeast-Fryslân";"2-onder-1-kapwoning";"2021";"    4182"
"Noardeast-Fryslân";"Hoekwoning";"2021";"    2646"
"Noardeast-Fryslân";"Tussenwoning";"2021";"    3322"
"Noardeast-Fryslân";"Onbekend woningtype eengezinswoning";"2021";"      40"
"Noord-Beveland";"Totaal woningen";"2021";"    4553"
"Noord-Beveland";"Meergezinswoningen totaal";"2021";"     427"
"Noord-Beveland";"Eengezinswoningen totaal";"2021";"    4126"
"Noord-Beveland";"Vrijstaande woning";"2021";"    1656"
"Noord-Beveland";"2-onder-1-kapwoning";"2021";"     630"
"Noord-Beveland";"Hoekwoning";"2021";"     666"
"Noord-Beveland";"Tussenwoning";"2021";"    1173"
"Noord-Beveland";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Noordenveld";"Totaal woningen";"2021";"   14855"
"Noordenveld";"Meergezinswoningen totaal";"2021";"    2023"
"Noordenveld";"Eengezinswoningen totaal";"2021";"   12832"
"Noordenveld";"Vrijstaande woning";"2021";"    5265"
"Noordenveld";"2-onder-1-kapwoning";"2021";"    2858"
"Noordenveld";"Hoekwoning";"2021";"    1955"
"Noordenveld";"Tussenwoning";"2021";"    2754"
"Noordenveld";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Noordoostpolder";"Totaal woningen";"2021";"   20336"
"Noordoostpolder";"Meergezinswoningen totaal";"2021";"    2809"
"Noordoostpolder";"Eengezinswoningen totaal";"2021";"   17527"
"Noordoostpolder";"Vrijstaande woning";"2021";"    3807"
"Noordoostpolder";"2-onder-1-kapwoning";"2021";"    2581"
"Noordoostpolder";"Hoekwoning";"2021";"    3813"
"Noordoostpolder";"Tussenwoning";"2021";"    7319"
"Noordoostpolder";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Noordwijk";"Totaal woningen";"2021";"   20120"
"Noordwijk";"Meergezinswoningen totaal";"2021";"    6842"
"Noordwijk";"Eengezinswoningen totaal";"2021";"   13278"
"Noordwijk";"Vrijstaande woning";"2021";"    2024"
"Noordwijk";"2-onder-1-kapwoning";"2021";"    1212"
"Noordwijk";"Hoekwoning";"2021";"    2969"
"Noordwijk";"Tussenwoning";"2021";"    7072"
"Noordwijk";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Nuenen, Gerwen en Nederwetten";"Totaal woningen";"2021";"   10450"
"Nuenen, Gerwen en Nederwetten";"Meergezinswoningen totaal";"2021";"    1404"
"Nuenen, Gerwen en Nederwetten";"Eengezinswoningen totaal";"2021";"    9046"
"Nuenen, Gerwen en Nederwetten";"Vrijstaande woning";"2021";"    2137"
"Nuenen, Gerwen en Nederwetten";"2-onder-1-kapwoning";"2021";"    1089"
"Nuenen, Gerwen en Nederwetten";"Hoekwoning";"2021";"    1849"
"Nuenen, Gerwen en Nederwetten";"Tussenwoning";"2021";"    3966"
"Nuenen, Gerwen en Nederwetten";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Nunspeet";"Totaal woningen";"2021";"   11199"
"Nunspeet";"Meergezinswoningen totaal";"2021";"    1966"
"Nunspeet";"Eengezinswoningen totaal";"2021";"    9233"
"Nunspeet";"Vrijstaande woning";"2021";"    2801"
"Nunspeet";"2-onder-1-kapwoning";"2021";"    1817"
"Nunspeet";"Hoekwoning";"2021";"    1788"
"Nunspeet";"Tussenwoning";"2021";"    2826"
"Nunspeet";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Oegstgeest";"Totaal woningen";"2021";"   11014"
"Oegstgeest";"Meergezinswoningen totaal";"2021";"    3804"
"Oegstgeest";"Eengezinswoningen totaal";"2021";"    7210"
"Oegstgeest";"Vrijstaande woning";"2021";"     658"
"Oegstgeest";"2-onder-1-kapwoning";"2021";"     592"
"Oegstgeest";"Hoekwoning";"2021";"    1859"
"Oegstgeest";"Tussenwoning";"2021";"    4100"
"Oegstgeest";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Oirschot";"Totaal woningen";"2021";"    8036"
"Oirschot";"Meergezinswoningen totaal";"2021";"    1222"
"Oirschot";"Eengezinswoningen totaal";"2021";"    6814"
"Oirschot";"Vrijstaande woning";"2021";"    2834"
"Oirschot";"2-onder-1-kapwoning";"2021";"    1078"
"Oirschot";"Hoekwoning";"2021";"    1147"
"Oirschot";"Tussenwoning";"2021";"    1753"
"Oirschot";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Oisterwijk";"Totaal woningen";"2021";"   14130"
"Oisterwijk";"Meergezinswoningen totaal";"2021";"    2667"
"Oisterwijk";"Eengezinswoningen totaal";"2021";"   11463"
"Oisterwijk";"Vrijstaande woning";"2021";"    3214"
"Oisterwijk";"2-onder-1-kapwoning";"2021";"    2366"
"Oisterwijk";"Hoekwoning";"2021";"    2153"
"Oisterwijk";"Tussenwoning";"2021";"    3727"
"Oisterwijk";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Oldambt";"Totaal woningen";"2021";"   18648"
"Oldambt";"Meergezinswoningen totaal";"2021";"    3400"
"Oldambt";"Eengezinswoningen totaal";"2021";"   15248"
"Oldambt";"Vrijstaande woning";"2021";"    6673"
"Oldambt";"2-onder-1-kapwoning";"2021";"    3447"
"Oldambt";"Hoekwoning";"2021";"    2000"
"Oldambt";"Tussenwoning";"2021";"    3128"
"Oldambt";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Oldebroek";"Totaal woningen";"2021";"    9475"
"Oldebroek";"Meergezinswoningen totaal";"2021";"    1417"
"Oldebroek";"Eengezinswoningen totaal";"2021";"    8058"
"Oldebroek";"Vrijstaande woning";"2021";"    2753"
"Oldebroek";"2-onder-1-kapwoning";"2021";"    1519"
"Oldebroek";"Hoekwoning";"2021";"    1328"
"Oldebroek";"Tussenwoning";"2021";"    2458"
"Oldebroek";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Oldenzaal";"Totaal woningen";"2021";"   14662"
"Oldenzaal";"Meergezinswoningen totaal";"2021";"    3343"
"Oldenzaal";"Eengezinswoningen totaal";"2021";"   11319"
"Oldenzaal";"Vrijstaande woning";"2021";"    2014"
"Oldenzaal";"2-onder-1-kapwoning";"2021";"    1548"
"Oldenzaal";"Hoekwoning";"2021";"    2743"
"Oldenzaal";"Tussenwoning";"2021";"    5011"
"Oldenzaal";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Olst-Wijhe";"Totaal woningen";"2021";"    7828"
"Olst-Wijhe";"Meergezinswoningen totaal";"2021";"    1155"
"Olst-Wijhe";"Eengezinswoningen totaal";"2021";"    6673"
"Olst-Wijhe";"Vrijstaande woning";"2021";"    2444"
"Olst-Wijhe";"2-onder-1-kapwoning";"2021";"    1494"
"Olst-Wijhe";"Hoekwoning";"2021";"    1166"
"Olst-Wijhe";"Tussenwoning";"2021";"    1567"
"Olst-Wijhe";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Ommen";"Totaal woningen";"2021";"    7601"
"Ommen";"Meergezinswoningen totaal";"2021";"    1372"
"Ommen";"Eengezinswoningen totaal";"2021";"    6229"
"Ommen";"Vrijstaande woning";"2021";"    2798"
"Ommen";"2-onder-1-kapwoning";"2021";"    1198"
"Ommen";"Hoekwoning";"2021";"     906"
"Ommen";"Tussenwoning";"2021";"    1325"
"Ommen";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Oost Gelre";"Totaal woningen";"2021";"   12949"
"Oost Gelre";"Meergezinswoningen totaal";"2021";"    2037"
"Oost Gelre";"Eengezinswoningen totaal";"2021";"   10912"
"Oost Gelre";"Vrijstaande woning";"2021";"    3338"
"Oost Gelre";"2-onder-1-kapwoning";"2021";"    2323"
"Oost Gelre";"Hoekwoning";"2021";"    1988"
"Oost Gelre";"Tussenwoning";"2021";"    3263"
"Oost Gelre";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Oosterhout";"Totaal woningen";"2021";"   25194"
"Oosterhout";"Meergezinswoningen totaal";"2021";"    6463"
"Oosterhout";"Eengezinswoningen totaal";"2021";"   18731"
"Oosterhout";"Vrijstaande woning";"2021";"    2540"
"Oosterhout";"2-onder-1-kapwoning";"2021";"    2103"
"Oosterhout";"Hoekwoning";"2021";"    4235"
"Oosterhout";"Tussenwoning";"2021";"    9846"
"Oosterhout";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Ooststellingwerf";"Totaal woningen";"2021";"   11419"
"Ooststellingwerf";"Meergezinswoningen totaal";"2021";"    1127"
"Ooststellingwerf";"Eengezinswoningen totaal";"2021";"   10292"
"Ooststellingwerf";"Vrijstaande woning";"2021";"    4973"
"Ooststellingwerf";"2-onder-1-kapwoning";"2021";"    1951"
"Ooststellingwerf";"Hoekwoning";"2021";"    1410"
"Ooststellingwerf";"Tussenwoning";"2021";"    1958"
"Ooststellingwerf";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Oostzaan";"Totaal woningen";"2021";"    4100"
"Oostzaan";"Meergezinswoningen totaal";"2021";"     684"
"Oostzaan";"Eengezinswoningen totaal";"2021";"    3416"
"Oostzaan";"Vrijstaande woning";"2021";"     647"
"Oostzaan";"2-onder-1-kapwoning";"2021";"     429"
"Oostzaan";"Hoekwoning";"2021";"     658"
"Oostzaan";"Tussenwoning";"2021";"    1682"
"Oostzaan";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Opmeer";"Totaal woningen";"2021";"    4974"
"Opmeer";"Meergezinswoningen totaal";"2021";"     742"
"Opmeer";"Eengezinswoningen totaal";"2021";"    4232"
"Opmeer";"Vrijstaande woning";"2021";"    1497"
"Opmeer";"2-onder-1-kapwoning";"2021";"     562"
"Opmeer";"Hoekwoning";"2021";"     818"
"Opmeer";"Tussenwoning";"2021";"    1350"
"Opmeer";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Opsterland";"Totaal woningen";"2021";"   13202"
"Opsterland";"Meergezinswoningen totaal";"2021";"    1805"
"Opsterland";"Eengezinswoningen totaal";"2021";"   11397"
"Opsterland";"Vrijstaande woning";"2021";"    6233"
"Opsterland";"2-onder-1-kapwoning";"2021";"    2382"
"Opsterland";"Hoekwoning";"2021";"    1153"
"Opsterland";"Tussenwoning";"2021";"    1628"
"Opsterland";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Oss";"Totaal woningen";"2021";"   40746"
"Oss";"Meergezinswoningen totaal";"2021";"    9072"
"Oss";"Eengezinswoningen totaal";"2021";"   31674"
"Oss";"Vrijstaande woning";"2021";"    7774"
"Oss";"2-onder-1-kapwoning";"2021";"    4726"
"Oss";"Hoekwoning";"2021";"    6204"
"Oss";"Tussenwoning";"2021";"   12943"
"Oss";"Onbekend woningtype eengezinswoning";"2021";"      27"
"Oude IJsselstreek";"Totaal woningen";"2021";"   17454"
"Oude IJsselstreek";"Meergezinswoningen totaal";"2021";"    2624"
"Oude IJsselstreek";"Eengezinswoningen totaal";"2021";"   14830"
"Oude IJsselstreek";"Vrijstaande woning";"2021";"    4635"
"Oude IJsselstreek";"2-onder-1-kapwoning";"2021";"    3427"
"Oude IJsselstreek";"Hoekwoning";"2021";"    2760"
"Oude IJsselstreek";"Tussenwoning";"2021";"    4007"
"Oude IJsselstreek";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Ouder-Amstel";"Totaal woningen";"2021";"    6301"
"Ouder-Amstel";"Meergezinswoningen totaal";"2021";"    2537"
"Ouder-Amstel";"Eengezinswoningen totaal";"2021";"    3764"
"Ouder-Amstel";"Vrijstaande woning";"2021";"     350"
